gene_name	gene_id
CD55	ENSG00000196352
CD59	ENSG00000085063
CHST10	ENSG00000115526
CHST8	ENSG00000124302
CMAS	ENSG00000111726
CNIH1	ENSG00000100528
CNIH2	ENSG00000174871
CNIH3	ENSG00000143786
COG1	ENSG00000166685
COG2	ENSG00000135775
COG3	ENSG00000136152
COG4	ENSG00000103051
COG5	ENSG00000164597
COG6	ENSG00000133103
COG7	ENSG00000168434
COG8	ENSG00000213380
COPA	ENSG00000122218
COPB1	ENSG00000129083
COPB2	ENSG00000184432
COPE	ENSG00000105669
COPG1	ENSG00000181789
COPG2	ENSG00000158623
COPZ1	ENSG00000111481
COPZ2	ENSG00000005243
CTSZ	ENSG00000101160
DAD1	ENSG00000129562
DHDDS	ENSG00000117682
DOLK	ENSG00000175283
DOLPP1	ENSG00000167130
DPAGT1	ENSG00000172269
DPM1	ENSG00000000419
DPM2	ENSG00000136908
DPM3	ENSG00000179085
EDEM1	ENSG00000134109
EDEM2	ENSG00000088298
EDEM3	ENSG00000116406
ENGASE	ENSG00000167280
F5	ENSG00000198734
F8	ENSG00000185010
FCSK	ENSG00000157353
FOLR1	ENSG00000110195
FPGT	ENSG00000254685
FUCA1	ENSG00000179163
FUOM	ENSG00000148803
FUT3	ENSG00000171124
FUT8	ENSG00000033170
GANAB	ENSG00000089597
GBF1	ENSG00000107862
GFPT1	ENSG00000198380
GFPT2	ENSG00000131459
GFUS	ENSG00000104522
GLB1	ENSG00000170266
GMDS	ENSG00000112699
GMPPA	ENSG00000144591
GMPPB	ENSG00000173540
GNE	ENSG00000159921
GNPNAT1	ENSG00000100522
GOLGA2	ENSG00000167110
GOLGB1	ENSG00000173230
GORASP1	ENSG00000114745
GOSR1	ENSG00000108587
GOSR2	ENSG00000108433
KDELR1	ENSG00000105438
KDELR2	ENSG00000136240
KDELR3	ENSG00000100196
LMAN1	ENSG00000074695
LMAN1L	ENSG00000140506
LMAN2	ENSG00000169223
LMAN2L	ENSG00000114988
MAGT1	ENSG00000102158
MAN1A1	ENSG00000111885
MAN1A2	ENSG00000198162
MAN1B1	ENSG00000177239
MAN1C1	ENSG00000117643
MAN2A1	ENSG00000112893
MAN2A2	ENSG00000196547
MANEA	ENSG00000172469
MARCHF6	ENSG00000145495
MCFD2	ENSG00000180398
MGAT1	ENSG00000131446
MGAT2	ENSG00000168282
MGAT3	ENSG00000128268
MGAT4A	ENSG00000071073
MGAT4B	ENSG00000161013
MGAT4C	ENSG00000182050
MGAT5	ENSG00000152127
MIA2	ENSG00000150527
MIA3	ENSG00000154305
MLEC	ENSG00000110917
MOGS	ENSG00000115275
MPDU1	ENSG00000129255
MPI	ENSG00000178802
NAGK	ENSG00000124357
NANP	ENSG00000170191
NANS	ENSG00000095380
NAPA	ENSG00000105402
NAPB	ENSG00000125814
NAPG	ENSG00000134265
NEU1	ENSG00000204386
NEU2	ENSG00000115488
NEU3	ENSG00000162139
NEU4	ENSG00000204099
NGLY1	ENSG00000151092
NPL	ENSG00000135838
NSF	ENSG00000073969
NUDT14	ENSG00000183828
NUS1	ENSG00000153989
PGM3	ENSG00000013375
PMM1	ENSG00000100417
PMM2	ENSG00000140650
PPP6C	ENSG00000119414
PPP6R1	ENSG00000105063
PPP6R3	ENSG00000110075
PREB	ENSG00000138073
RAB1A	ENSG00000138069
RAB1B	ENSG00000174903
RAD23B	ENSG00000119318
RENBP	ENSG00000102032
RFT1	ENSG00000163933
RNF103	ENSG00000239305
RNF139	ENSG00000170881
RPN1	ENSG00000163902
RPN2	ENSG00000118705
SCFD1	ENSG00000092108
SEC16A	ENSG00000148396
SEC16B	ENSG00000120341
SEC22A	ENSG00000121542
SEC22C	ENSG00000093183
SEC23IP	ENSG00000107651
SERPINA1	ENSG00000197249
SLC17A5	ENSG00000119899
SLC35A1	ENSG00000164414
SLC35C1	ENSG00000181830
SPTA1	ENSG00000163554
SPTB	ENSG00000070182
SPTBN1	ENSG00000115306
SPTBN4	ENSG00000160460
SPTBN5	ENSG00000137877
ST3GAL1	ENSG00000008513
ST3GAL2	ENSG00000157350
ST3GAL3	ENSG00000126091
ST3GAL4	ENSG00000110080
ST3GAL5	ENSG00000115525
ST3GAL6	ENSG00000064225
ST6GAL1	ENSG00000073849
ST6GAL2	ENSG00000144057
ST6GALNAC1	ENSG00000070526
ST6GALNAC2	ENSG00000070731
ST6GALNAC3	ENSG00000184005
ST6GALNAC4	ENSG00000136840
ST6GALNAC5	ENSG00000117069
ST6GALNAC6	ENSG00000160408
ST8SIA1	ENSG00000111728
ST8SIA2	ENSG00000140557
ST8SIA3	ENSG00000177511
ST8SIA4	ENSG00000113532
ST8SIA5	ENSG00000101638
ST8SIA6	ENSG00000148488
STT3A	ENSG00000134910
STX17	ENSG00000136874
STX5	ENSG00000162236
SYVN1	ENSG00000162298
TBC1D20	ENSG00000125875
TFG	ENSG00000114354
TGFA	ENSG00000163235
TMED10	ENSG00000170348
TMED2	ENSG00000086598
TMED3	ENSG00000166557
TMED7	ENSG00000134970
TMED9	ENSG00000184840
TMEM115	ENSG00000126062
TRAPPC1	ENSG00000170043
TRAPPC10	ENSG00000160218
TRAPPC2	ENSG00000196459
TRAPPC2L	ENSG00000167515
TRAPPC3	ENSG00000054116
TRAPPC4	ENSG00000196655
TRAPPC5	ENSG00000181029
TRAPPC6A	ENSG00000007255
TRAPPC6B	ENSG00000182400
TRAPPC9	ENSG00000167632
TRIM13	ENSG00000204977
TUSC3	ENSG00000104723
UAP1	ENSG00000117143
UBXN1	ENSG00000162191
UGGT1	ENSG00000136731
UGGT2	ENSG00000102595
UMOD	ENSG00000169344
USO1	ENSG00000138768
YKT6	ENSG00000106636
ASPA	ENSG00000108381
ASPG	ENSG00000166183
FOLH1	ENSG00000086205
FOLH1B	ENSG00000134612
GADL1	ENSG00000144644
GOT1	ENSG00000120053
GOT2	ENSG00000125166
NAALAD2	ENSG00000077616
NAT8L	ENSG00000185818
SLC25A12	ENSG00000115840
SLC25A13	ENSG00000004864
MVB12A	ENSG00000141971
MVB12B	ENSG00000196814
NMT2	ENSG00000152465
TSG101	ENSG00000074319
UBAP1	ENSG00000165006
VPS28	ENSG00000160948
VPS37A	ENSG00000155975
VPS37B	ENSG00000139722
VPS37C	ENSG00000167987
VPS37D	ENSG00000176428
ANGPTL3	ENSG00000132855
ANGPTL4	ENSG00000167772
ANGPTL8	ENSG00000130173
APOA5	ENSG00000110243
APOC2	ENSG00000234906
CIDEC	ENSG00000187288
CREB3L3	ENSG00000060566
FGF21	ENSG00000105550
GPIHBP1	ENSG00000277494
LIPC	ENSG00000166035
LMF1	ENSG00000103227
LMF2	ENSG00000100258
LPL	ENSG00000175445
PCSK5	ENSG00000099139
PCSK6	ENSG00000140479
CD151	ENSG00000177697
COL10A1	ENSG00000123500
COL11A1	ENSG00000060718
COL11A2	ENSG00000204248
COL15A1	ENSG00000204291
COL1A1	ENSG00000108821
COL1A2	ENSG00000164692
COL24A1	ENSG00000171502
COL27A1	ENSG00000196739
COL2A1	ENSG00000139219
COL3A1	ENSG00000168542
COL4A1	ENSG00000187498
COL4A2	ENSG00000134871
COL4A3	ENSG00000169031
COL4A4	ENSG00000081052
COL4A5	ENSG00000188153
COL5A1	ENSG00000130635
COL5A2	ENSG00000204262
COL5A3	ENSG00000080573
COL6A1	ENSG00000142156
COL6A2	ENSG00000142173
COL6A3	ENSG00000163359
COL6A5	ENSG00000172752
COL6A6	ENSG00000206384
COL8A1	ENSG00000144810
COL8A2	ENSG00000171812
COL9A1	ENSG00000112280
COL9A2	ENSG00000049089
COL9A3	ENSG00000092758
DST	ENSG00000151914
ITGA6	ENSG00000091409
ITGB4	ENSG00000132470
LOX	ENSG00000113083
LOXL1	ENSG00000129038
LOXL2	ENSG00000134013
LOXL3	ENSG00000115318
LOXL4	ENSG00000138131
MMP20	ENSG00000137674
PCOLCE	ENSG00000106333
PXDN	ENSG00000130508
AP3M1	ENSG00000185009
ARFGEF2	ENSG00000124198
CCT2	ENSG00000166226
CCT3	ENSG00000163468
CCT4	ENSG00000115484
CCT5	ENSG00000150753
CCT6A	ENSG00000146731
CCT6B	ENSG00000132141
CCT7	ENSG00000135624
CCT8	ENSG00000156261
DCAF7	ENSG00000136485
FKBP9	ENSG00000122642
GAPDHS	ENSG00000105679
GBA	ENSG00000177628
KIF13A	ENSG00000137177
KIFC3	ENSG00000140859
LONP2	ENSG00000102910
NOP56	ENSG00000101361
SKIV2L	ENSG00000204351
SPHK1	ENSG00000176170
TCP1	ENSG00000120438
USP11	ENSG00000102226
WRAP53	ENSG00000141499
XRN2	ENSG00000088930
GLUL	ENSG00000135821
SLC1A2	ENSG00000110436
SLC1A3	ENSG00000079215
DVL2	ENSG00000004975
FZD1	ENSG00000157240
FZD2	ENSG00000180340
FZD3	ENSG00000104290
FZD4	ENSG00000174804
FZD5	ENSG00000163251
FZD7	ENSG00000155760
FZD8	ENSG00000177283
PARD6A	ENSG00000102981
PRICKLE1	ENSG00000139174
SCRIB	ENSG00000180900
VANGL2	ENSG00000162738
WNT5A	ENSG00000114251
ACE2	ENSG00000130234
TMPRSS2	ENSG00000184012
GPAA1	ENSG00000197858
PGAP1	ENSG00000197121
PIGK	ENSG00000142892
PIGS	ENSG00000087111
PIGT	ENSG00000124155
PIGU	ENSG00000101464
PLAUR	ENSG00000011422
COL4A6	ENSG00000197565
CRYBA4	ENSG00000196431
DEDD2	ENSG00000160570
DNAJB1	ENSG00000132002
DNAJB6	ENSG00000105993
FKBP4	ENSG00000004478
GML	ENSG00000104499
HSBP1	ENSG00000230989
HSPA1B	ENSG00000204388
HSPA1L	ENSG00000204390
HSPA2	ENSG00000126803
HSPA6	ENSG00000173110
HSPH1	ENSG00000120694
MRPL18	ENSG00000112110
RLN1	ENSG00000107018
SERPINH1	ENSG00000149257
TNFRSF21	ENSG00000146072
ATM	ENSG00000149311
AMBRA1	ENSG00000110497
ATG10	ENSG00000152348
ATG101	ENSG00000123395
ATG12	ENSG00000145782
ATG13	ENSG00000175224
ATG14	ENSG00000126775
ATG16L1	ENSG00000085978
ATG3	ENSG00000144848
ATG4A	ENSG00000101844
ATG4B	ENSG00000168397
ATG4C	ENSG00000125703
ATG4D	ENSG00000130734
ATG5	ENSG00000057663
ATG9A	ENSG00000198925
ATG9B	ENSG00000181652
BECN1	ENSG00000126581
CHMP2A	ENSG00000130724
CHMP2B	ENSG00000083937
CHMP3	ENSG00000115561
CHMP4A	ENSG00000254505
CHMP4B	ENSG00000101421
CHMP4C	ENSG00000164695
CHMP6	ENSG00000176108
CHMP7	ENSG00000147457
CSNK2A1	ENSG00000101266
CSNK2A2	ENSG00000070770
CSNK2B	ENSG00000204435
EEF1A1	ENSG00000156508
EPAS1	ENSG00000116016
FUNDC1	ENSG00000069509
GABARAP	ENSG00000170296
GABARAPL1	ENSG00000139112
GABARAPL2	ENSG00000034713
GABARAPL3	ENSG00000279980
GABARAPL3	ENSG00000238244
GFAP	ENSG00000131095
HBB	ENSG00000244734
LAMP2	ENSG00000005893
MAP1LC3A	ENSG00000101460
MAP1LC3B	ENSG00000140941
MAP1LC3C	ENSG00000197769
MFN1	ENSG00000171109
MFN2	ENSG00000116688
MTERF3	ENSG00000156469
MTMR14	ENSG00000163719
MTMR3	ENSG00000100330
NBR1	ENSG00000188554
PEX5	ENSG00000139197
PGAM5	ENSG00000247077
PIK3C3	ENSG00000078142
PIK3R4	ENSG00000196455
PINK1	ENSG00000158828
PLIN2	ENSG00000147872
PLIN3	ENSG00000105355
RB1CC1	ENSG00000023287
RNASE1	ENSG00000129538
SQSTM1	ENSG00000161011
TOMM20	ENSG00000173726
TOMM22	ENSG00000100216
TOMM40	ENSG00000130204
TOMM5	ENSG00000175768
TOMM6	ENSG00000214736
TOMM7	ENSG00000196683
TOMM70	ENSG00000154174
TSC1	ENSG00000165699
ULK1	ENSG00000177169
USP30	ENSG00000135093
UVRAG	ENSG00000198382
VDAC1	ENSG00000213585
WDR45	ENSG00000196998
WDR45B	ENSG00000141580
WIPI1	ENSG00000070540
WIPI2	ENSG00000157954
ABL1	ENSG00000097007
ABL2	ENSG00000143322
ABLIM1	ENSG00000099204
ABLIM2	ENSG00000163995
ABLIM3	ENSG00000173210
ACTB	ENSG00000075624
ACTG1	ENSG00000184009
ACTR2	ENSG00000138071
ACTR3	ENSG00000115091
AGAP2	ENSG00000135439
AKAP5	ENSG00000179841
ALCAM	ENSG00000170017
ARHGAP35	ENSG00000160007
ARHGAP39	ENSG00000147799
ARHGEF11	ENSG00000132694
ARHGEF12	ENSG00000196914
ARHGEF28	ENSG00000214944
ARPC1A	ENSG00000241685
ARPC1B	ENSG00000130429
ARPC2	ENSG00000163466
ARPC3	ENSG00000111229
ARPC4	ENSG00000241553
ARPC5	ENSG00000162704
ARTN	ENSG00000117407
CACNA1G	ENSG00000006283
CACNA1H	ENSG00000196557
CACNA1I	ENSG00000100346
CACNA1S	ENSG00000081248
CACNB1	ENSG00000067191
CACNB4	ENSG00000182389
CAP1	ENSG00000131236
CAP2	ENSG00000112186
CASC3	ENSG00000108349
CD24	ENSG00000272398
CD72	ENSG00000137101
CFL1	ENSG00000172757
CHL1	ENSG00000134121
CLTB	ENSG00000175416
CLTCL1	ENSG00000070371
CNTN2	ENSG00000184144
CNTN6	ENSG00000134115
CNTNAP1	ENSG00000108797
CRMP1	ENSG00000072832
CXCL12	ENSG00000107562
CXCR4	ENSG00000121966
DAB1	ENSG00000173406
DAG1	ENSG00000173402
DCX	ENSG00000077279
DOCK1	ENSG00000150760
DOK1	ENSG00000115325
DOK2	ENSG00000147443
DOK4	ENSG00000125170
DOK5	ENSG00000101134
DOK6	ENSG00000206052
DPYSL2	ENSG00000092964
DPYSL3	ENSG00000113657
DPYSL4	ENSG00000151640
DPYSL5	ENSG00000157851
DSCAM	ENSG00000171587
DSCAML1	ENSG00000177103
EFNA1	ENSG00000169242
EFNA2	ENSG00000099617
EFNA3	ENSG00000143590
EFNA4	ENSG00000243364
EFNA5	ENSG00000184349
EFNB1	ENSG00000090776
EFNB2	ENSG00000125266
EFNB3	ENSG00000108947
EGFR	ENSG00000146648
EPHA1	ENSG00000146904
EPHA10	ENSG00000183317
EPHA2	ENSG00000142627
EPHA3	ENSG00000044524
EPHA4	ENSG00000116106
EPHA5	ENSG00000145242
EPHA6	ENSG00000080224
EPHA7	ENSG00000135333
EPHA8	ENSG00000070886
EPHB1	ENSG00000154928
EPHB2	ENSG00000133216
EPHB3	ENSG00000182580
EPHB4	ENSG00000196411
EPHB6	ENSG00000106123
ERBB2	ENSG00000141736
ETF1	ENSG00000120705
EZR	ENSG00000092820
FARP2	ENSG00000006607
FES	ENSG00000182511
FGFR1	ENSG00000077782
FLRT3	ENSG00000125848
GAB2	ENSG00000033327
GAP43	ENSG00000172020
GDNF	ENSG00000168621
GFRA1	ENSG00000151892
GFRA2	ENSG00000168546
GFRA3	ENSG00000146013
GFRA4	ENSG00000125861
GRB10	ENSG00000106070
GRB7	ENSG00000141738
GSPT1	ENSG00000103342
GSPT2	ENSG00000189369
IRS2	ENSG00000185950
ISL1	ENSG00000016082
ITGA1	ENSG00000213949
ITGA10	ENSG00000143127
ITGA2	ENSG00000164171
ITGA2B	ENSG00000005961
ITGA5	ENSG00000161638
ITGA9	ENSG00000144668
ITGB3	ENSG00000259207
ITSN1	ENSG00000205726
KALRN	ENSG00000160145
KCNQ2	ENSG00000075043
KCNQ3	ENSG00000184156
L1CAM	ENSG00000198910
LAMA1	ENSG00000101680
LAMB1	ENSG00000091136
LAMC1	ENSG00000135862
LDB1	ENSG00000198728
LHX2	ENSG00000106689
LHX3	ENSG00000107187
LHX4	ENSG00000121454
LHX9	ENSG00000143355
LIMK1	ENSG00000106683
LIMK2	ENSG00000182541
LYPLA2	ENSG00000011009
MAGOH	ENSG00000162385
MAGOHB	ENSG00000111196
MAP2K1	ENSG00000169032
MAP2K2	ENSG00000126934
MAPK13	ENSG00000156711
MAPK7	ENSG00000166484
MET	ENSG00000105976
MSI1	ENSG00000135097
MSN	ENSG00000147065
MYH10	ENSG00000133026
MYH11	ENSG00000133392
MYH14	ENSG00000105357
MYL12A	ENSG00000101608
MYL12B	ENSG00000118680
MYL6	ENSG00000092841
MYL9	ENSG00000101335
MYO10	ENSG00000145555
MYO9B	ENSG00000099331
NCAM1	ENSG00000149294
NELL2	ENSG00000184613
NEO1	ENSG00000067141
NFASC	ENSG00000163531
NGEF	ENSG00000066248
NRCAM	ENSG00000091129
NRP1	ENSG00000099250
NRP2	ENSG00000118257
NRTN	ENSG00000171119
NTN1	ENSG00000065320
NTN4	ENSG00000074527
PDLIM7	ENSG00000196923
PFN1	ENSG00000108518
PFN2	ENSG00000070087
PIP5K1C	ENSG00000186111
PITPNA	ENSG00000174238
PLXNA1	ENSG00000114554
PLXNA2	ENSG00000076356
PLXNA3	ENSG00000130827
PLXNA4	ENSG00000221866
PLXNB1	ENSG00000164050
PLXNB3	ENSG00000198753
PLXNC1	ENSG00000136040
PLXND1	ENSG00000004399
PRNP	ENSG00000171867
PSPN	ENSG00000125650
PTPRA	ENSG00000132670
RANBP9	ENSG00000010017
RASA1	ENSG00000145715
RBM8A	ENSG00000265241
RDX	ENSG00000137710
RELN	ENSG00000189056
RET	ENSG00000165731
RGMA	ENSG00000182175
RGMB	ENSG00000174136
RHOA	ENSG00000067560
RHOB	ENSG00000143878
RHOC	ENSG00000155366
RND1	ENSG00000172602
RNPS1	ENSG00000205937
ROBO2	ENSG00000185008
ROBO3	ENSG00000154134
ROCK2	ENSG00000134318
RPL10	ENSG00000147403
RPL10A	ENSG00000198755
RPL10L	ENSG00000165496
RPL11	ENSG00000142676
RPL12	ENSG00000197958
RPL13	ENSG00000167526
RPL13A	ENSG00000142541
RPL14	ENSG00000188846
RPL15	ENSG00000174748
RPL17	ENSG00000265681
RPL18	ENSG00000063177
RPL18A	ENSG00000105640
RPL19	ENSG00000108298
RPL21	ENSG00000122026
RPL22	ENSG00000116251
RPL22L1	ENSG00000163584
RPL23	ENSG00000125691
RPL23A	ENSG00000198242
RPL24	ENSG00000114391
RPL26	ENSG00000161970
RPL26L1	ENSG00000037241
RPL27	ENSG00000131469
RPL27A	ENSG00000166441
RPL28	ENSG00000108107
RPL29	ENSG00000162244
RPL3	ENSG00000100316
RPL30	ENSG00000156482
RPL31	ENSG00000071082
RPL32	ENSG00000144713
RPL34	ENSG00000109475
RPL35	ENSG00000136942
RPL35A	ENSG00000182899
RPL36	ENSG00000130255
RPL36A	ENSG00000241343
RPL36AL	ENSG00000165502
RPL37	ENSG00000145592
RPL37A	ENSG00000197756
RPL38	ENSG00000172809
RPL39	ENSG00000198918
RPL39L	ENSG00000163923
RPL3L	ENSG00000140986
RPL4	ENSG00000174444
RPL41	ENSG00000229117
RPL5	ENSG00000122406
RPL6	ENSG00000089009
RPL7	ENSG00000147604
RPL7A	ENSG00000148303
RPL8	ENSG00000161016
RPL9	ENSG00000163682
RPLP0	ENSG00000089157
RPLP1	ENSG00000137818
RPLP2	ENSG00000177600
RPS6KA4	ENSG00000162302
RPS6KA5	ENSG00000100784
RRAS	ENSG00000126458
SCN10A	ENSG00000185313
SCN11A	ENSG00000168356
SCN1A	ENSG00000144285
SCN1B	ENSG00000105711
SCN2A	ENSG00000136531
SCN2B	ENSG00000149575
SCN3A	ENSG00000153253
SCN3B	ENSG00000166257
SCN4A	ENSG00000007314
SCN4B	ENSG00000177098
SCN5A	ENSG00000183873
SCN7A	ENSG00000136546
SCN8A	ENSG00000196876
SCN9A	ENSG00000169432
SDCBP	ENSG00000137575
SEMA3A	ENSG00000075213
SEMA3E	ENSG00000170381
SEMA4A	ENSG00000196189
SEMA4D	ENSG00000187764
SEMA5A	ENSG00000112902
SEMA6A	ENSG00000092421
SEMA6D	ENSG00000137872
SEMA7A	ENSG00000138623
SHANK3	ENSG00000251322
SHC3	ENSG00000148082
SHTN1	ENSG00000187164
SLIT1	ENSG00000187122
SLIT3	ENSG00000184347
SRGAP1	ENSG00000196935
SRGAP2	ENSG00000266028
SRGAP3	ENSG00000196220
TLN1	ENSG00000137076
TRIO	ENSG00000038382
TRPC3	ENSG00000138741
TRPC4	ENSG00000133107
TRPC5	ENSG00000072315
TRPC6	ENSG00000137672
TRPC7	ENSG00000069018
UNC5C	ENSG00000182168
UNC5D	ENSG00000156687
UPF2	ENSG00000151461
UPF3A	ENSG00000169062
UPF3B	ENSG00000125351
USP33	ENSG00000077254
VAV2	ENSG00000160293
VAV3	ENSG00000134215
VLDLR	ENSG00000147852
WASL	ENSG00000106299
ZSWIM8	ENSG00000214655
ARHGDIA	ENSG00000141522
LINGO1	ENSG00000169783
MAG	ENSG00000105695
MCF2	ENSG00000101977
NGFR	ENSG00000064300
OMG	ENSG00000126861
RTN4	ENSG00000115310
BAZ1B	ENSG00000009954
DDX21	ENSG00000165732
DEK	ENSG00000124795
ERCC6	ENSG00000225830
KAT2A	ENSG00000108773
KAT2B	ENSG00000114166
MYBBP1A	ENSG00000132382
MYO1C	ENSG00000197879
POLR1A	ENSG00000068654
POLR1B	ENSG00000125630
POLR1C	ENSG00000171453
POLR1D	ENSG00000186184
POLR1E	ENSG00000137054
POLR1F	ENSG00000105849
POLR1G	ENSG00000117877
POLR1H	ENSG00000066379
SF3B1	ENSG00000115524
SMARCA5	ENSG00000153147
TAF1A	ENSG00000143498
TAF1B	ENSG00000115750
TAF1C	ENSG00000103168
TAF1D	ENSG00000166012
TBP	ENSG00000112592
ARL6	ENSG00000113966
BBIP1	ENSG00000214413
BBS1	ENSG00000174483
BBS10	ENSG00000179941
BBS12	ENSG00000181004
BBS2	ENSG00000125124
BBS4	ENSG00000140463
BBS5	ENSG00000163093
BBS7	ENSG00000138686
BBS9	ENSG00000122507
LZTFL1	ENSG00000163818
MCHR1	ENSG00000128285
MKKS	ENSG00000125863
SSTR3	ENSG00000278195
TTC8	ENSG00000165533
ARNTL	ENSG00000133794
ARNTL2	ENSG00000029153
BHLHE40	ENSG00000134107
BHLHE41	ENSG00000123095
CLOCK	ENSG00000134852
DBP	ENSG00000105516
F7	ENSG00000057593
KLF15	ENSG00000163884
NAMPT	ENSG00000105835
NOCT	ENSG00000151014
NPAS2	ENSG00000170485
SERPINE1	ENSG00000106366
ACD	ENSG00000102977
ADPRS	ENSG00000116863
FEN1	ENSG00000168496
H3-4	ENSG00000168148
LIG1	ENSG00000105486
MBD4	ENSG00000129071
MPG	ENSG00000103152
MUTYH	ENSG00000132781
NEIL3	ENSG00000109674
NTHL1	ENSG00000065057
PARG	ENSG00000227345
PARP1	ENSG00000143799
PARP2	ENSG00000129484
PCNA	ENSG00000132646
POLD1	ENSG00000062822
POLD2	ENSG00000106628
POLD3	ENSG00000077514
POLD4	ENSG00000175482
POT1	ENSG00000128513
RFC1	ENSG00000035928
SMUG1	ENSG00000123415
TDG	ENSG00000139372
TERF1	ENSG00000147601
TERF2	ENSG00000132604
TERF2IP	ENSG00000166848
TINF2	ENSG00000092330
UNG	ENSG00000076248
ATP1B1	ENSG00000143153
ATP1B2	ENSG00000129244
ATP1B3	ENSG00000069849
BSG	ENSG00000172270
CAV1	ENSG00000105974
ITGA3	ENSG00000005884
PPIL2	ENSG00000100023
SLC16A1	ENSG00000155380
SLC16A3	ENSG00000141526
SLC16A8	ENSG00000100156
SPN	ENSG00000197471
ACADS	ENSG00000122971
ACSM3	ENSG00000005187
ACSM6	ENSG00000173124
ECHS1	ENSG00000127884
HADH	ENSG00000138796
ACADM	ENSG00000117054
MECR	ENSG00000116353
ACADL	ENSG00000115361
ACADVL	ENSG00000072778
AGO1	ENSG00000092847
AGO2	ENSG00000123908
AGO3	ENSG00000126070
AGO4	ENSG00000134698
AXIN2	ENSG00000168646
DAAM1	ENSG00000100592
DVL1	ENSG00000107404
DVL3	ENSG00000161202
FZD6	ENSG00000164930
GNAO1	ENSG00000087258
GNAT2	ENSG00000134183
LEF1	ENSG00000138795
MOV10	ENSG00000155363
MYC	ENSG00000136997
NLK	ENSG00000087095
PRKCG	ENSG00000126583
PRKG2	ENSG00000138669
RAC2	ENSG00000128340
RAC3	ENSG00000169750
ROR1	ENSG00000185483
ROR2	ENSG00000169071
RYK	ENSG00000163785
TCF7	ENSG00000081059
TCF7L1	ENSG00000152284
TCF7L2	ENSG00000148737
TNRC6A	ENSG00000090905
TNRC6B	ENSG00000100354
TNRC6C	ENSG00000078687
WNT1	ENSG00000125084
WNT11	ENSG00000085741
WNT4	ENSG00000162552
WNT5B	ENSG00000111186
FRAT1	ENSG00000165879
FRAT2	ENSG00000181274
ACOT8	ENSG00000101473
ACOX2	ENSG00000168306
ACOX3	ENSG00000087008
ACOXL	ENSG00000153093
AMACR	ENSG00000242110
CRAT	ENSG00000095321
CROT	ENSG00000005469
HSD17B4	ENSG00000133835
SCP2	ENSG00000116171
ACAA1	ENSG00000060971
ACOT4	ENSG00000177465
ACOT6	ENSG00000205669
ACOX1	ENSG00000161533
DECR2	ENSG00000242612
ECI2	ENSG00000198721
EHHADH	ENSG00000113790
MLYCD	ENSG00000103150
AHCYL2	ENSG00000158467
SLC4A1	ENSG00000004939
SLC4A10	ENSG00000144290
SLC4A2	ENSG00000164889
SLC4A3	ENSG00000114923
SLC4A4	ENSG00000080493
SLC4A5	ENSG00000188687
SLC4A7	ENSG00000033867
SLC4A8	ENSG00000050438
SLC4A9	ENSG00000113073
AKR1C1	ENSG00000187134
AKR1C2	ENSG00000151632
AKR1C4	ENSG00000198610
AKR1D1	ENSG00000122787
ALB	ENSG00000163631
BAAT	ENSG00000136881
CH25H	ENSG00000138135
CYP27A1	ENSG00000135929
CYP39A1	ENSG00000146233
CYP46A1	ENSG00000036530
CYP7A1	ENSG00000167910
CYP7B1	ENSG00000172817
FABP6	ENSG00000170231
HSD3B7	ENSG00000099377
NR1H4	ENSG00000012504
OSBP	ENSG00000110048
OSBPL2	ENSG00000130703
OSBPL3	ENSG00000070882
OSBPL6	ENSG00000079156
OSBPL7	ENSG00000006025
OSBPL9	ENSG00000117859
SLC10A1	ENSG00000100652
SLC10A2	ENSG00000125255
SLC27A5	ENSG00000083807
SLCO1A2	ENSG00000084453
SLCO1B1	ENSG00000134538
SLCO1B3	ENSG00000111700
STARD5	ENSG00000172345
AMBP	ENSG00000106927
APOB	ENSG00000084674
APOL1	ENSG00000100342
COLEC11	ENSG00000118004
FTH1	ENSG00000167996
FTL	ENSG00000087086
HBA1	ENSG00000206172
HP	ENSG00000257017
HPR	ENSG00000261701
HPX	ENSG00000110169
HYOU1	ENSG00000149428
IGHA1	ENSG00000211895
IGHA2	ENSG00000211890
JCHAIN	ENSG00000132465
LRP1	ENSG00000123384
MARCO	ENSG00000019169
MASP1	ENSG00000127241
MSR1	ENSG00000038945
SCARA5	ENSG00000168079
SCARB1	ENSG00000073060
SCARF1	ENSG00000074660
SCGB3A2	ENSG00000164265
SPARC	ENSG00000113140
SSC5D	ENSG00000179954
STAB1	ENSG00000010327
STAB2	ENSG00000136011
CCR5	ENSG00000160791
RUNX3	ENSG00000020633
AADAC	ENSG00000114771
ABHD10	ENSG00000144827
ABHD14B	ENSG00000114779
ACSS1	ENSG00000154930
ACSS2	ENSG00000131069
ADH1B	ENSG00000196616
ADH1C	ENSG00000248144
ADH4	ENSG00000198099
ADH5	ENSG00000197894
ADH6	ENSG00000172955
ADH7	ENSG00000196344
AHCY	ENSG00000101444
AKR1A1	ENSG00000117448
ALDH1A1	ENSG00000165092
ALDH1B1	ENSG00000137124
ALDH2	ENSG00000111275
ALDH3A1	ENSG00000108602
AOC1	ENSG00000002726
AOC2	ENSG00000131480
AOC3	ENSG00000131471
AS3MT	ENSG00000214435
BPHL	ENSG00000137274
BPNT1	ENSG00000162813
BPNT2	ENSG00000104331
