gene_id	gene_name
ENSG00000131351	HAUS8
ENSG00000135409	AMHR2
ENSG00000127824	TUBA4A
ENSG00000155363	MOV10
ENSG00000173124	ACSM6
ENSG00000127870	RNF6
ENSG00000162341	TPCN2
ENSG00000173230	GOLGB1
ENSG00000173559	NABP1
ENSG00000135919	SERPINE2
ENSG00000004139	SARM1
ENSG00000148090	AUH
ENSG00000080345	RIF1
ENSG00000012124	CD22
ENSG00000239697	TNFSF12
ENSG00000167508	MVD
ENSG00000163960	UBXN7
ENSG00000107159	CA9
ENSG00000156374	PCGF6
ENSG00000057935	MTA3
ENSG00000170509	HSD17B13
ENSG00000204928	GRXCR2
ENSG00000240065	PSMB9
ENSG00000115590	IL1R2
ENSG00000007923	DNAJC11
ENSG00000188342	GTF2F2
ENSG00000182827	ACBD3
ENSG00000169189	NSMCE1
ENSG00000136870	ZNF189
ENSG00000127955	GNAI1
ENSG00000143842	SOX13
ENSG00000109705	NKX3-2
ENSG00000198198	SZT2
ENSG00000145888	GLRA1
ENSG00000163453	IGFBP7
ENSG00000084463	WBP11
ENSG00000180509	KCNE1
ENSG00000100325	ASCC2
ENSG00000188372	ZP3
ENSG00000174021	GNG5
ENSG00000167196	FBXO22
ENSG00000169188	APEX2
ENSG00000119383	PTPA
ENSG00000118162	KPTN
ENSG00000102967	DHODH
ENSG00000102158	MAGT1
ENSG00000148218	ALAD
ENSG00000159733	ZFYVE28
ENSG00000142252	GEMIN7
ENSG00000164011	ZNF691
ENSG00000140986	RPL3L
ENSG00000074416	MGLL
ENSG00000133026	MYH10
ENSG00000023318	ERP44
ENSG00000105397	TYK2
ENSG00000109861	CTSC
ENSG00000005156	LIG3
ENSG00000170929	OR1M1
ENSG00000175344	CHRNA7
ENSG00000076003	MCM6
ENSG00000144909	OSBPL11
ENSG00000113712	CSNK1A1
ENSG00000119514	GALNT12
ENSG00000188827	SLX4
ENSG00000010404	IDS
ENSG00000128422	KRT17
ENSG00000172955	ADH6
ENSG00000088930	XRN2
ENSG00000067191	CACNB1
ENSG00000151348	EXT2
ENSG00000108094	CUL2
ENSG00000162552	WNT4
ENSG00000133020	MYH8
ENSG00000169469	SPRR1B
ENSG00000126016	AMOT
ENSG00000166199	ALKBH3
ENSG00000091428	RAPGEF4
ENSG00000178591	DEFB125
ENSG00000110066	KMT5B
ENSG00000004961	HCCS
ENSG00000112280	COL9A1
ENSG00000115159	GPD2
ENSG00000145782	ATG12
ENSG00000171914	TLN2
ENSG00000278259	MYO19
ENSG00000196504	PRPF40A
ENSG00000134640	MTNR1B
ENSG00000095261	PSMD5
ENSG00000167165	UGT1A6
ENSG00000159197	KCNE2
ENSG00000160190	SLC37A1
ENSG00000248333	CDK11B
ENSG00000166147	FBN1
ENSG00000124134	KCNS1
ENSG00000108381	ASPA
ENSG00000171204	TMEM126B
ENSG00000169962	TAS1R3
ENSG00000027075	PRKCH
ENSG00000159840	ZYX
ENSG00000106128	GHRHR
ENSG00000240224	UGT1A5
ENSG00000109906	ZBTB16
ENSG00000011021	CLCN6
ENSG00000130005	GAMT
ENSG00000204572	KRTAP5-10
ENSG00000150593	PDCD4
ENSG00000134962	KLB
ENSG00000170113	NIPA1
ENSG00000163431	LMOD1
ENSG00000062038	CDH3
ENSG00000029534	ANK1
ENSG00000075618	FSCN1
ENSG00000073008	PVR
ENSG00000188155	KRTAP10-6
ENSG00000137872	SEMA6D
ENSG00000137497	NUMA1
ENSG00000147065	MSN
ENSG00000157933	SKI
ENSG00000076864	RAP1GAP
ENSG00000026751	SLAMF7
ENSG00000158748	HTR6
ENSG00000142507	PSMB6
ENSG00000135519	KCNH3
ENSG00000266173	STRADA
ENSG00000109971	HSPA8
ENSG00000168878	SFTPB
ENSG00000130653	PNPLA7
ENSG00000169217	CD2BP2
ENSG00000180596	H2BC4
ENSG00000165392	WRN
ENSG00000129559	NEDD8
ENSG00000118707	TGIF2
ENSG00000168522	FNTA
ENSG00000205867	KRTAP5-2
ENSG00000149970	CNKSR2
ENSG00000152484	USP12
ENSG00000154710	RABGEF1
ENSG00000117335	CD46
ENSG00000157870	PRXL2B
ENSG00000145996	CDKAL1
ENSG00000077943	ITGA8
ENSG00000242019	KIR3DL3
ENSG00000135100	HNF1A
ENSG00000063177	RPL18
ENSG00000011600	TYROBP
ENSG00000109270	LAMTOR3
ENSG00000090104	RGS1
ENSG00000101057	MYBL2
ENSG00000126067	PSMB2
ENSG00000137815	RTF1
ENSG00000181444	ZNF467
ENSG00000210082	MT-RNR2
ENSG00000171861	MRM3
ENSG00000132535	DLG4
ENSG00000173762	CD7
ENSG00000165891	E2F7
ENSG00000123700	KCNJ2
ENSG00000198089	SFI1
ENSG00000111837	MAK
ENSG00000118894	EEF2KMT
ENSG00000008128	CDK11A
ENSG00000010803	SCMH1
ENSG00000140829	DHX38
ENSG00000180902	D2HGDH
ENSG00000133067	LGR6
ENSG00000173991	TCAP
ENSG00000156170	NDUFAF6
ENSG00000100479	POLE2
ENSG00000151062	CACNA2D4
ENSG00000159216	RUNX1
ENSG00000108592	FTSJ3
ENSG00000006756	ARSD
ENSG00000167280	ENGASE
ENSG00000139629	GALNT6
ENSG00000127666	TICAM1
ENSG00000170365	SMAD1
ENSG00000070526	ST6GALNAC1
ENSG00000198488	B3GNT6
ENSG00000169857	AVEN
ENSG00000249853	HS3ST5
ENSG00000132692	BCAN
ENSG00000115592	PRKAG3
ENSG00000148229	POLE3
ENSG00000159314	ARHGAP27
ENSG00000177485	ZBTB33
ENSG00000171310	CHST11
ENSG00000170296	GABARAP
ENSG00000127511	SIN3B
ENSG00000166886	NAB2
ENSG00000104635	SLC39A14
ENSG00000009413	REV3L
ENSG00000166451	CENPN
ENSG00000186529	CYP4F3
ENSG00000196352	CD55
ENSG00000005379	TSPOAP1
ENSG00000279395	OR5L1
ENSG00000272391	POM121C
ENSG00000114480	GBE1
ENSG00000258366	RTEL1
ENSG00000156222	SLC28A1
ENSG00000240682	ISY1
ENSG00000170881	RNF139
ENSG00000160072	ATAD3B
ENSG00000173674	EIF1AX
ENSG00000170776	AKAP13
ENSG00000256870	SLC5A8
ENSG00000005339	CREBBP
ENSG00000135517	MIP
ENSG00000101333	PLCB4
ENSG00000131386	GALNT15
ENSG00000197408	CYP2B6
ENSG00000124532	MRS2
ENSG00000108342	CSF3
ENSG00000243290	IGKV1-12
ENSG00000211459	MT-RNR1
ENSG00000086666	ZFAND6
ENSG00000141378	PTRH2
ENSG00000189114	BLOC1S3
ENSG00000115484	CCT4
ENSG00000117054	ACADM
ENSG00000095539	SEMA4G
ENSG00000163638	ADAMTS9
ENSG00000100142	POLR2F
ENSG00000115677	HDLBP
ENSG00000163082	SGPP2
ENSG00000134318	ROCK2
ENSG00000197937	ZNF347
ENSG00000185002	RFX6
ENSG00000152578	GRIA4
ENSG00000171931	FBXW10
ENSG00000136244	IL6
ENSG00000169564	PCBP1
ENSG00000227590	ATP5MC1P5
ENSG00000127515	OR7A10
ENSG00000113494	PRLR
ENSG00000124440	HIF3A
ENSG00000123609	NMI
ENSG00000144837	PLA1A
ENSG00000134595	SOX3
ENSG00000164889	SLC4A2
ENSG00000096080	MRPS18A
ENSG00000130592	LSP1
ENSG00000144554	FANCD2
ENSG00000133937	GSC
ENSG00000151150	ANK3
ENSG00000280236	OR12D2
ENSG00000117620	SLC35A3
ENSG00000103549	RNF40
ENSG00000108474	PIGL
ENSG00000160683	CXCR5
ENSG00000188558	OR2G6
ENSG00000135535	CD164
ENSG00000163412	EIF4E3
ENSG00000171428	NAT1
ENSG00000224373	IGHV4-59
ENSG00000164951	PDP1
ENSG00000249115	HAUS5
ENSG00000164338	UTP15
ENSG00000110274	CEP164
ENSG00000184613	NELL2
ENSG00000112343	TRIM38
ENSG00000197530	MIB2
ENSG00000127328	RAB3IP
ENSG00000170633	RNF34
ENSG00000184162	NR2C2AP
ENSG00000124253	PCK1
ENSG00000171865	RNASEH1
ENSG00000074071	MRPS34
ENSG00000073756	PTGS2
ENSG00000236217	C1DP2
ENSG00000174437	ATP2A2
ENSG00000243137	PSG4
ENSG00000104723	TUSC3
ENSG00000164040	PGRMC2
ENSG00000102900	NUP93
ENSG00000198369	SPRED2
ENSG00000198561	CTNND1
ENSG00000175193	PARL
ENSG00000145725	PPIP5K2
ENSG00000096654	ZNF184
ENSG00000171862	PTEN
ENSG00000211898	IGHD
ENSG00000169375	SIN3A
ENSG00000037474	NSUN2
ENSG00000127124	HIVEP3
ENSG00000105851	PIK3CG
ENSG00000137673	MMP7
ENSG00000127616	SMARCA4
ENSG00000105649	RAB3A
ENSG00000152503	TRIM36
ENSG00000121769	FABP3
ENSG00000140545	MFGE8
ENSG00000132671	SSTR4
ENSG00000079805	DNM2
ENSG00000145864	GABRB2
ENSG00000163013	FBXO41
ENSG00000131013	PPIL4
ENSG00000274276	CBSL
ENSG00000086504	MRPL28
ENSG00000166986	MARS1
ENSG00000074319	TSG101
ENSG00000125414	MYH2
ENSG00000204577	LILRB3
ENSG00000162040	HS3ST6
ENSG00000248746	ACTN3
ENSG00000186113	OR5D14
ENSG00000116604	MEF2D
ENSG00000239857	GET4
ENSG00000149782	PLCB3
ENSG00000103089	FA2H
ENSG00000129946	SHC2
ENSG00000069424	KCNAB2
ENSG00000082898	XPO1
ENSG00000112414	ADGRG6
ENSG00000152689	RASGRP3
ENSG00000108599	AKAP10
ENSG00000067365	METTL22
ENSG00000196116	TDRD7
ENSG00000120899	PTK2B
ENSG00000171045	TSNARE1
ENSG00000166266	CUL5
ENSG00000031081	ARHGAP31
ENSG00000133636	NTS
ENSG00000095752	IL11
ENSG00000241837	ATP5PO
ENSG00000145808	ADAMTS19
ENSG00000214694	ARHGEF33
ENSG00000160799	CCDC12
ENSG00000177300	CLDN22
ENSG00000184005	ST6GALNAC3
ENSG00000124659	TBCC
ENSG00000104267	CA2
ENSG00000159650	UROC1
ENSG00000133328	PLAAT2
ENSG00000068383	INPP5A
ENSG00000070886	EPHA8
ENSG00000184697	CLDN6
ENSG00000142513	ACP4
ENSG00000158865	SLC5A11
ENSG00000075223	SEMA3C
ENSG00000100596	SPTLC2
ENSG00000064995	TAF11
ENSG00000122386	ZNF205
ENSG00000228278	ORM2
ENSG00000272398	CD24
ENSG00000136856	SLC2A8
ENSG00000151148	UBE3B
ENSG00000102103	PQBP1
ENSG00000162711	NLRP3
ENSG00000204710	SPDYC
ENSG00000170458	CD14
ENSG00000134184	GSTM1
ENSG00000160710	ADAR
ENSG00000048392	RRM2B
ENSG00000198814	GK
ENSG00000156650	KAT6B
ENSG00000138821	SLC39A8
ENSG00000136826	KLF4
ENSG00000197601	FAR1
ENSG00000153820	SPHKAP
ENSG00000166557	TMED3
ENSG00000152266	PTH
ENSG00000095739	BAMBI
ENSG00000189091	SF3B3
ENSG00000213639	PPP1CB
ENSG00000250565	ATP6V1E2
ENSG00000169371	SNUPN
ENSG00000106028	SSBP1
ENSG00000146276	GABRR1
ENSG00000144792	ZNF660
ENSG00000125375	DMAC2L
ENSG00000174227	PIGG
ENSG00000172757	CFL1
ENSG00000146373	RNF217
ENSG00000163541	SUCLG1
ENSG00000107672	NSMCE4A
ENSG00000118508	RAB32
ENSG00000155008	APOOL
ENSG00000110092	CCND1
ENSG00000196289	BECN2
ENSG00000137976	DNASE2B
ENSG00000109685	NSD2
ENSG00000176463	SLCO3A1
ENSG00000249948	GBA3
ENSG00000164270	HTR4
ENSG00000148331	ASB6
ENSG00000154639	CXADR
ENSG00000125398	SOX9
ENSG00000189190	ZNF600
ENSG00000125952	MAX
ENSG00000179921	GPBAR1
ENSG00000177669	MBOAT4
ENSG00000140464	PML
ENSG00000113594	LIFR
ENSG00000104880	ARHGEF18
ENSG00000170906	NDUFA3
ENSG00000141252	VPS53
ENSG00000109339	MAPK10
ENSG00000197912	SPG7
ENSG00000155903	RASA2
ENSG00000241878	PISD
ENSG00000125810	CD93
ENSG00000165092	ALDH1A1
ENSG00000140807	NKD1
ENSG00000133246	PRAM1
ENSG00000134900	TPP2
ENSG00000179954	SSC5D
ENSG00000184209	SNRNP35
ENSG00000147403	RPL10
ENSG00000205323	SARNP
ENSG00000165115	KIF27
ENSG00000198431	TXNRD1
ENSG00000162851	TFB2M
ENSG00000111912	NCOA7
ENSG00000137054	POLR1E
ENSG00000144895	EIF2A
ENSG00000160014	CALM3
ENSG00000162949	CAPN13
ENSG00000187535	IFT140
ENSG00000118363	SPCS2
ENSG00000100823	APEX1
ENSG00000162086	ZNF75A
ENSG00000007866	TEAD3
ENSG00000111275	ALDH2
ENSG00000059573	ALDH18A1
ENSG00000176945	MUC20
ENSG00000140522	RLBP1
ENSG00000198015	MRPL42
ENSG00000099338	CATSPERG
ENSG00000184012	TMPRSS2
ENSG00000163882	POLR2H
ENSG00000173757	STAT5B
ENSG00000126218	F10
ENSG00000115290	GRB14
ENSG00000055917	PUM2
ENSG00000100429	HDAC10
ENSG00000106089	STX1A
ENSG00000176974	SHMT1
ENSG00000185966	LCE3E
ENSG00000171481	OR1L3
ENSG00000167515	TRAPPC2L
ENSG00000186376	ZNF75D
ENSG00000025434	NR1H3
ENSG00000150779	TIMM8B
ENSG00000185352	HS6ST3
ENSG00000085733	CTTN
ENSG00000127920	GNG11
ENSG00000167779	IGFBP6
ENSG00000134265	NAPG
ENSG00000066248	NGEF
ENSG00000204410	MSH5
ENSG00000116750	UCHL5
ENSG00000181523	SGSH
ENSG00000110395	CBL
ENSG00000116031	CD207
ENSG00000121716	PILRB
ENSG00000048028	USP28
ENSG00000197576	HOXA4
ENSG00000196531	NACA
ENSG00000205409	OR52E6
ENSG00000240432	KRTAP13-3
ENSG00000160691	SHC1
ENSG00000134575	ACP2
ENSG00000084734	GCKR
ENSG00000171823	FBXL14
ENSG00000213658	LAT
ENSG00000109099	PMP22
ENSG00000162928	PEX13
ENSG00000183010	PYCR1
ENSG00000165264	NDUFB6
ENSG00000112146	FBXO9
ENSG00000266412	NCOA4
ENSG00000174697	LEP
ENSG00000087258	GNAO1
ENSG00000042429	MED17
ENSG00000117155	SSX2IP
ENSG00000136810	TXN
ENSG00000118520	ARG1
ENSG00000005483	KMT2E
ENSG00000197265	GTF2E2
ENSG00000198765	SYCP1
ENSG00000104529	EEF1D
ENSG00000090863	GLG1
ENSG00000112096	SOD2
ENSG00000160007	ARHGAP35
ENSG00000085514	PILRA
ENSG00000182162	P2RY8
ENSG00000002016	RAD52
ENSG00000177283	FZD8
ENSG00000025770	NCAPH2
ENSG00000264364	DYNLL2
ENSG00000163686	ABHD6
ENSG00000135624	CCT7
ENSG00000117758	STX12
ENSG00000205795	CYS1
ENSG00000163584	RPL22L1
ENSG00000134287	ARF3
ENSG00000138193	PLCE1
ENSG00000168538	TRAPPC11
ENSG00000197496	SLC2A10
ENSG00000163623	NKX6-1
ENSG00000211891	IGHE
ENSG00000183873	SCN5A
ENSG00000143067	ZNF697
ENSG00000141337	ARSG
ENSG00000176248	ANAPC2
ENSG00000167618	LAIR2
ENSG00000181467	RAP2B
ENSG00000163682	RPL9
ENSG00000153044	CENPH
ENSG00000177873	ZNF619
ENSG00000104774	MAN2B1
ENSG00000198271	KRTAP4-5
ENSG00000151376	ME3
ENSG00000177646	ACAD9
ENSG00000174842	GLMN
ENSG00000132963	POMP
ENSG00000126458	RRAS
ENSG00000143318	CASQ1
ENSG00000196139	AKR1C3
ENSG00000102699	PARP4
ENSG00000124067	SLC12A4
ENSG00000130545	CRB3
ENSG00000151413	NUBPL
ENSG00000075914	EXOSC7
ENSG00000164690	SHH
ENSG00000160323	ADAMTS13
ENSG00000163586	FABP1
ENSG00000115310	RTN4
ENSG00000172057	ORMDL3
ENSG00000171295	ZNF440
ENSG00000121417	ZNF211
ENSG00000173530	TNFRSF10D
ENSG00000180210	F2
ENSG00000170608	FOXA3
ENSG00000139372	TDG
ENSG00000111704	NANOG
ENSG00000176231	OR10H4
ENSG00000067225	PKM
ENSG00000149182	ARFGAP2
ENSG00000142538	PTH2
ENSG00000130725	UBE2M
ENSG00000181856	SLC2A4
ENSG00000225327	USP17L3
ENSG00000142973	CYP4B1
ENSG00000112592	TBP
ENSG00000160471	COX6B2
ENSG00000119729	RHOQ
ENSG00000062282	DGAT2
ENSG00000092054	MYH7
ENSG00000107581	EIF3A
ENSG00000135801	TAF5L
ENSG00000149591	TAGLN
ENSG00000104518	GSDMD
ENSG00000068305	MEF2A
ENSG00000213316	LTC4S
ENSG00000125482	TTF1
ENSG00000187486	KCNJ11
ENSG00000100330	MTMR3
ENSG00000275111	ZNF2
ENSG00000112116	IL17F
ENSG00000162972	MAIP1
ENSG00000108946	PRKAR1A
ENSG00000184719	RNLS
ENSG00000121406	ZNF549
ENSG00000124201	ZNFX1
ENSG00000083067	TRPM3
ENSG00000212725	KRTAP2-1
ENSG00000172324	OR5A2
ENSG00000206181	ELOA2
ENSG00000122435	TRMT13
ENSG00000147883	CDKN2B
ENSG00000174672	BRSK2
ENSG00000115970	THADA
ENSG00000180008	SOCS4
ENSG00000278845	MRPL45
ENSG00000140153	WDR20
ENSG00000150275	PCDH15
ENSG00000145331	TRMT10A
ENSG00000137814	HAUS2
ENSG00000187272	KRTAP9-8
ENSG00000005020	SKAP2
ENSG00000104825	NFKBIB
ENSG00000168993	CPLX1
ENSG00000196358	NTNG2
ENSG00000276119	OR13C2
ENSG00000176239	OR51B6
ENSG00000274391	TPTE
ENSG00000121314	TAS2R8
ENSG00000235376	RPEL1
ENSG00000152455	SUV39H2
ENSG00000153253	SCN3A
ENSG00000078967	UBE2D4
ENSG00000123066	MED13L
ENSG00000099817	POLR2E
ENSG00000182533	CAV3
ENSG00000137074	APTX
ENSG00000134760	DSG1
ENSG00000108091	CCDC6
ENSG00000184678	H2BC21
ENSG00000176783	RUFY1
ENSG00000175470	PPP2R2D
ENSG00000030066	NUP160
ENSG00000130821	SLC6A8
ENSG00000110492	MDK
ENSG00000149257	SERPINH1
ENSG00000211956	IGHV4-34
ENSG00000116663	FBXO6
ENSG00000173511	VEGFB
ENSG00000145050	MANF
ENSG00000095637	SORBS1
ENSG00000183696	UPP1
ENSG00000102401	ARMCX3
ENSG00000149115	TNKS1BP1
ENSG00000181915	ADO
ENSG00000167434	CA4
ENSG00000091844	RGS17
ENSG00000221878	PSG7
ENSG00000203814	H2BC18
ENSG00000054967	RELT
ENSG00000133101	CCNA1
ENSG00000196735	HLA-DQA1
ENSG00000169347	GP2
ENSG00000175984	DENND2C
ENSG00000127540	UQCR11
ENSG00000165609	NUDT5
ENSG00000174231	PRPF8
ENSG00000132612	VPS4A
ENSG00000164344	KLKB1
ENSG00000203797	DDO
ENSG00000214078	CPNE1
ENSG00000087085	ACHE
ENSG00000185201	IFITM2
ENSG00000165283	STOML2
ENSG00000068912	ERLEC1
ENSG00000183747	ACSM2A
ENSG00000151466	SCLT1
ENSG00000039123	MTREX
ENSG00000169855	ROBO1
ENSG00000199568	RNU5A-1
ENSG00000060558	GNA15
ENSG00000174669	SLC29A2
ENSG00000141012	GALNS
ENSG00000116478	HDAC1
ENSG00000196248	OR10S1
ENSG00000234289	H2BS1
ENSG00000151746	BICD1
ENSG00000105993	DNAJB6
ENSG00000055163	CYFIP2
ENSG00000156508	EEF1A1
ENSG00000129993	CBFA2T3
ENSG00000166710	B2M
ENSG00000078369	GNB1
ENSG00000114902	SPCS1
ENSG00000106436	MYL10
ENSG00000138029	HADHB
ENSG00000119684	MLH3
ENSG00000065135	GNAI3
ENSG00000197935	ZNF311
ENSG00000197323	TRIM33
ENSG00000100299	ARSA
ENSG00000005884	ITGA3
ENSG00000136897	MRPL50
ENSG00000211942	IGHV3-13
ENSG00000115616	SLC9A2
ENSG00000111605	CPSF6
ENSG00000168056	LTBP3
ENSG00000173409	ARV1
ENSG00000122547	EEPD1
ENSG00000149823	VPS51
ENSG00000198399	ITSN2
ENSG00000137080	IFNA21
ENSG00000112576	CCND3
ENSG00000160282	FTCD
ENSG00000047617	ANO2
ENSG00000051523	CYBA
ENSG00000196498	NCOR2
ENSG00000181222	POLR2A
ENSG00000171291	ZNF439
ENSG00000197016	ZNF470
ENSG00000117410	ATP6V0B
ENSG00000198947	DMD
ENSG00000197079	KRT35
ENSG00000100628	ASB2
ENSG00000198443	KRTAP4-1
ENSG00000211663	IGLV3-19
ENSG00000105711	SCN1B
ENSG00000130037	KCNA5
ENSG00000108061	SHOC2
ENSG00000256683	ZNF350
ENSG00000198523	PLN
ENSG00000159692	CTBP1
ENSG00000172824	CES4A
ENSG00000054118	THRAP3
ENSG00000154518	ATP5MC3
ENSG00000102547	CAB39L
ENSG00000157219	HTR5A
ENSG00000101665	SMAD7
ENSG00000004846	ABCB5
ENSG00000170322	NFRKB
ENSG00000162337	LRP5
ENSG00000173546	CSPG4
ENSG00000137090	DMRT1
ENSG00000168288	MMADHC
ENSG00000147117	ZNF157
ENSG00000108950	FAM20A
ENSG00000180176	TH
ENSG00000113649	TCERG1
ENSG00000074803	SLC12A1
ENSG00000101670	LIPG
ENSG00000188033	ZNF490
ENSG00000129991	TNNI3
ENSG00000143797	MBOAT2
ENSG00000107263	RAPGEF1
ENSG00000148290	SURF1
ENSG00000179344	HLA-DQB1
ENSG00000186395	KRT10
ENSG00000090054	SPTLC1
ENSG00000107036	RIC1
ENSG00000133835	HSD17B4
ENSG00000166923	GREM1
ENSG00000157005	SST
ENSG00000171385	KCND3
ENSG00000142511	GPR32
ENSG00000101349	PAK5
ENSG00000106799	TGFBR1
ENSG00000243489	KRTAP10-11
ENSG00000142945	KIF2C
ENSG00000221954	OR4C12
ENSG00000146094	DOK3
ENSG00000164073	MFSD8
ENSG00000173208	ABCD2
ENSG00000247596	TWF2
ENSG00000167193	CRK
ENSG00000139734	DIAPH3
ENSG00000182446	NPLOC4
ENSG00000131730	CKMT2
ENSG00000197111	PCBP2
ENSG00000104228	TRIM35
ENSG00000156413	FUT6
ENSG00000161281	COX7A1
ENSG00000172489	OR5T3
ENSG00000205497	OR51A4
ENSG00000119866	BCL11A
ENSG00000198087	CD2AP
ENSG00000067048	DDX3Y
ENSG00000143434	SEMA6C
ENSG00000198938	MT-CO3
ENSG00000157168	NRG1
ENSG00000143153	ATP1B1
ENSG00000184724	KRTAP6-1
ENSG00000136689	IL1RN
ENSG00000188056	TREML4
ENSG00000062598	ELMO2
ENSG00000011052	NME1-NME2
ENSG00000011347	SYT7
ENSG00000001167	NFYA
ENSG00000048052	HDAC9
ENSG00000181704	YIPF6
ENSG00000211445	GPX3
ENSG00000241563	CORT
ENSG00000170820	FSHR
ENSG00000111186	WNT5B
ENSG00000164116	GUCY1A1
ENSG00000062725	APPBP2
ENSG00000196169	KIF19
ENSG00000118785	SPP1
ENSG00000083642	PDS5B
ENSG00000105974	CAV1
ENSG00000099957	P2RX6
ENSG00000089558	KCNH4
ENSG00000142871	CCN1
ENSG00000134817	APLNR
ENSG00000108262	GIT1
ENSG00000133895	MEN1
ENSG00000214575	CPEB1
ENSG00000186184	POLR1D
ENSG00000010310	GIPR
ENSG00000102970	CCL17
ENSG00000134121	CHL1
ENSG00000116017	ARID3A
ENSG00000177143	CETN1
ENSG00000067182	TNFRSF1A
ENSG00000044115	CTNNA1
ENSG00000229117	RPL41
ENSG00000205330	OR6C1
ENSG00000163083	INHBB
ENSG00000169393	ELSPBP1
ENSG00000140859	KIFC3
ENSG00000145439	CBR4
ENSG00000182986	ZNF320
ENSG00000171649	ZIK1
ENSG00000239839	DEFA3
ENSG00000196867	ZFP28
ENSG00000167460	TPM4
ENSG00000148950	IMMP1L
ENSG00000168827	GFM1
ENSG00000088727	KIF9
ENSG00000139687	RB1
ENSG00000280789	PAGR1
ENSG00000204394	VARS1
ENSG00000158786	PLA2G2F
ENSG00000198886	MT-ND4
ENSG00000115904	SOS1
ENSG00000166123	GPT2
ENSG00000184349	EFNA5
ENSG00000171396	KRTAP4-4
ENSG00000100416	TRMU
ENSG00000100911	PSME2
ENSG00000149972	CNTN5
ENSG00000142556	ZNF614
ENSG00000149043	SYT8
ENSG00000150656	CNDP1
ENSG00000197646	PDCD1LG2
ENSG00000196263	ZNF471
ENSG00000104325	DECR1
ENSG00000163995	ABLIM2
ENSG00000165434	PGM2L1
ENSG00000104327	CALB1
ENSG00000100300	TSPO
ENSG00000172410	INSL5
ENSG00000170175	CHRNB1
ENSG00000137474	MYO7A
ENSG00000125787	GNRH2
ENSG00000132932	ATP8A2
ENSG00000197416	FABP12
ENSG00000132383	RPA1
ENSG00000159674	SPON2
ENSG00000064270	ATP2C2
ENSG00000081181	ARG2
ENSG00000130528	HRC
ENSG00000148444	COMMD3
ENSG00000179348	GATA2
ENSG00000109158	GABRA4
ENSG00000172476	RAB40A
ENSG00000176058	TPRN
ENSG00000170615	SLC26A5
ENSG00000104728	ARHGEF10
ENSG00000171121	KCNMB3
ENSG00000026559	KCNG1
ENSG00000131264	CDX4
ENSG00000054267	ARID4B
ENSG00000080819	CPOX
ENSG00000212935	KRTAP10-3
ENSG00000073111	MCM2
ENSG00000205869	KRTAP5-1
ENSG00000170558	CDH2
ENSG00000110169	HPX
ENSG00000128383	APOBEC3A
ENSG00000043591	ADRB1
ENSG00000144746	ARL6IP5
ENSG00000188243	COMMD6
ENSG00000185787	MORF4L1
ENSG00000172215	CXCR6
ENSG00000100191	SLC5A4
ENSG00000143315	PIGM
ENSG00000184432	COPB2
ENSG00000166311	SMPD1
ENSG00000131686	CA6
ENSG00000117650	NEK2
ENSG00000198576	ARC
ENSG00000165197	VEGFD
ENSG00000101182	PSMA7
ENSG00000137942	FNBP1L
ENSG00000185666	SYN3
ENSG00000178921	PFAS
ENSG00000101384	JAG1
ENSG00000129534	MIS18BP1
ENSG00000172575	RASGRP1
ENSG00000091262	ABCC6
ENSG00000186472	PCLO
ENSG00000149089	APIP
ENSG00000186895	FGF3
ENSG00000167680	SEMA6B
ENSG00000108590	MED31
ENSG00000153904	DDAH1
ENSG00000109107	ALDOC
ENSG00000168785	TSPAN5
ENSG00000268799	H3Y2
ENSG00000100280	AP1B1
ENSG00000184545	DUSP8
ENSG00000126351	THRA
ENSG00000170374	SP7
ENSG00000065883	CDK13
ENSG00000101204	CHRNA4
ENSG00000181752	OR8K5
ENSG00000111012	CYP27B1
ENSG00000156017	CARNMT1
ENSG00000177889	UBE2N
ENSG00000197958	RPL12
ENSG00000211598	IGKV4-1
ENSG00000158578	ALAS2
ENSG00000243147	MRPL33
ENSG00000198785	GRIN3A
ENSG00000083799	CYLD
ENSG00000049449	RCN1
ENSG00000168906	MAT2A
ENSG00000198464	ZNF480
ENSG00000139505	MTMR6
ENSG00000205155	PSENEN
ENSG00000171720	HDAC3
ENSG00000130699	TAF4
ENSG00000103490	PYCARD
ENSG00000131791	PRKAB2
ENSG00000010704	HFE
ENSG00000224389	C4B
ENSG00000163159	VPS72
ENSG00000156735	BAG4
ENSG00000053371	AKR7A2
ENSG00000138435	CHRNA1
ENSG00000104998	IL27RA
ENSG00000166183	ASPG
ENSG00000102226	USP11
ENSG00000258083	OR9A4
ENSG00000171863	RPS7
ENSG00000207563	MIR23B
ENSG00000160271	RALGDS
ENSG00000184276	DEFB108B
ENSG00000243709	LEFTY1
ENSG00000080546	SESN1
ENSG00000140506	LMAN1L
ENSG00000123268	ATF1
ENSG00000185149	NPY2R
ENSG00000115561	CHMP3
ENSG00000120054	CPN1
ENSG00000132676	DAP3
ENSG00000185015	CA13
ENSG00000143369	ECM1
ENSG00000232629	HLA-DQB2
ENSG00000184486	POU3F2
ENSG00000233276	GPX1
ENSG00000162066	AMDHD2
ENSG00000014123	UFL1
ENSG00000160584	SIK3
ENSG00000115233	PSMD14
ENSG00000114767	RRP9
ENSG00000173156	RHOD
ENSG00000172377	OR9I1
ENSG00000160193	WDR4
ENSG00000105605	CACNG7
